airport	date	max_temp	min_temp
Heathrow	2004-6-01	22.1	12.6
Heathrow	2004-7-01	22.7	13.3
Heathrow	2004-8-01	23.8	15.1
Heathrow	2004-9-01	20.8	12.5
Heathrow	2004-10-01	15.3	9.1
Heathrow	2004-11-01	11.2	6.2
Heathrow	2004-12-01	8.8	2.9
Heathrow	2005-1-01	9.5	3.8
Heathrow	2005-2-01	7.3	2.5
Heathrow	2005-3-01	11.5	4.5
Heathrow	2005-4-01	14.6	6.2
Heathrow	2005-5-01	17.7	8.5
Heathrow	2005-6-01	22.8	12.9
Heathrow	2005-7-01	23.3	14.1
Heathrow	2005-8-01	23.2	13
Heathrow	2005-9-01	21.4	12.7
Heathrow	2005-10-01	17.8	11.3
Heathrow	2005-11-01	10.7	3.5
Heathrow	2005-12-01	8.2	1.9
Heathrow	2006-1-01	7.6	2.9
Heathrow	2006-2-01	7.2	1.7
Heathrow	2006-3-01	9.4	2.8
Heathrow	2006-4-01	14.1	6
Heathrow	2006-5-01	18	9.8
Heathrow	2006-6-01	23.7	12.9
Heathrow	2006-7-01	28.2	16.7
Heathrow	2006-8-01	22.2	13.5
Heathrow	2006-9-01	22.7	14.5
Heathrow	2006-10-01	17.8	11.2
Heathrow	2006-11-01	12.7	5.4
Heathrow	2006-12-01	9.7	4.5
Heathrow	2007-1-01	10.5	5.1
Heathrow	2007-2-01	9.9	3.9
Heathrow	2007-3-01	12.5	4.4
Heathrow	2007-4-01	18.9	7.7
Heathrow	2007-5-01	17.9	9.7
Heathrow	2007-6-01	21.2	12.6
Heathrow	2007-7-01	21.4	13.1
Heathrow	2007-8-01	21.5	12.9
Heathrow	2007-9-01	19.9	11.4
Heathrow	2007-10-01	15.4	8.5
Heathrow	2007-11-01	11.4	4.6
Heathrow	2007-12-01	8.9	3.1
Heathrow	2008-1-01	10.4	4.7
Heathrow	2008-2-01	11	2
Heathrow	2008-3-01	10.6	3.7
Heathrow	2008-4-01	13.7	5.2
Heathrow	2008-5-01	19.8	10.5
Heathrow	2008-6-01	20.8	11.9
Heathrow	2008-7-01	22.8	13.7
Heathrow	2008-8-01	21.5	14.2
Heathrow	2008-9-01	18.5	11.2
Heathrow	2008-10-01	15	6.8
Heathrow	2008-11-01	10.7	5.2
Heathrow	2008-12-01	7.3	1.7
Heathrow	2009-1-01	6.8	0.3
Heathrow	2009-2-01	7.8	2.1
Heathrow	2009-3-01	12.9	3.7
Heathrow	2009-4-01	16.1	7.2
Heathrow	2009-5-01	19.1	9.4
Heathrow	2009-6-01	22.4	12.2
Heathrow	2009-7-01	23	13.7
Heathrow	2009-8-01	23.9	14.1
Heathrow	2009-9-01	20.5	12
Heathrow	2009-10-01	16.3	9.3
Heathrow	2009-11-01	12.6	7.4
Heathrow	2009-12-01	7	1.3
Heathrow	2010-1-01	4.5	-0.3
Heathrow	2010-2-01	6.9	1.7
Heathrow	2010-3-01	11.1	3.7
Heathrow	2010-4-01	15.8	5.6
Heathrow	2010-5-01	17.3	7.7
Heathrow	2010-6-01	23.5	12.1
Heathrow	2010-7-01	25	15.1
Heathrow	2010-8-01	21.6	13.2
Heathrow	2010-9-01	19.4	11.2
Heathrow	2010-10-01	15.2	8.3
Heathrow	2010-11-01	9.1	4
Heathrow	2010-12-01	3.9	-1.5
Heathrow	2011-1-01	7.4	2.8
Heathrow	2011-2-01	10.2	4.8
Heathrow	2011-3-01	12.3	3.8
Heathrow	2011-4-01	19.7	8.6
Heathrow	2011-5-01	19.4	9.4
Heathrow	2011-6-01	20.7	11
Heathrow	2011-7-01	21.7	12.6
Heathrow	2011-8-01	21.8	13.4
Heathrow	2011-9-01	21.3	12.4
Heathrow	2011-10-01	18.1	10.1
Heathrow	2011-11-01	13.6	7.3
Heathrow	2011-12-01	9.9	3.8
Heathrow	2012-1-01	9.8	3.4
Heathrow	2012-2-01	8	1.3
Heathrow	2012-3-01	14.7	4.7
Heathrow	2012-4-01	13.3	4.9
Heathrow	2012-5-01	18.2	9.7
Heathrow	2012-6-01	19.4	11.6
Heathrow	2012-7-01	21.3	13.2
Heathrow	2012-8-01	23.5	14.3
Heathrow	2012-9-01	20	10.3
Heathrow	2012-10-01	14.2	8
Heathrow	2012-11-01	11	4.6
Heathrow	2012-12-01	9	2.6
Heathrow	2013-1-01	6.5	2
Heathrow	2013-2-01	6.7	1.2
Heathrow	2013-3-01	6.9	1.2
Heathrow	2013-4-01	13.5	4.7
Heathrow	2013-5-01	16.4	7.7
Heathrow	2013-6-01	20.3	11.2
Heathrow	2013-7-01	27	15.2
Heathrow	2013-8-01	24.3	14.3
Heathrow	2013-9-01	19.7	11.1
Heathrow	2013-10-01	17	10.6
Heathrow	2013-11-01	10.4	4.7
Heathrow	2013-12-01	10.2	3.5
Heathrow	2014-1-01	10	3.8
Heathrow	2014-2-01	10.6	4.4
Heathrow	2014-3-01	14.1	4.4
Heathrow	2014-4-01	16.1	7.5
Heathrow	2014-5-01	18	9.8
Heathrow	2014-6-01	22.1	12.5
Heathrow	2014-7-01	25.8	15
Heathrow	2014-8-01	21.7	12.7
Heathrow	2014-9-01	21.5	12.8
Heathrow	2014-10-01	17.6	11
Heathrow	2014-11-01	12.5	6.9
Heathrow	2014-12-01	9.2	3
Heathrow	2015-1-01	8.8	1.6
Heathrow	2015-2-01	8	1.8
Heathrow	2015-3-01	11.6	4.1
Heathrow	2015-4-01	16.3	6
Heathrow	2015-5-01	17.6	8.8
Heathrow	2015-6-01	22.2	11.4
Heathrow	2015-7-01	23.7	13.8
Heathrow	2015-8-01	22.2	14.1
Heathrow	2015-9-01	18.6	10.2
Heathrow	2015-10-01	15.8	9.3
Heathrow	2015-11-01	13.4	8
Heathrow	2015-12-01	13.7	8.9
Heathrow	2016-1-01	9.5	3
Heathrow	2016-2-01	9.4	2.9
Heathrow	2016-3-01	10.7	3.2
Heathrow	2016-4-01	13.5	4.9
Heathrow	2016-5-01	19	9.7
Heathrow	2016-6-01	20.7	12.7
Heathrow	2016-7-01	24	14.5
Heathrow	2016-8-01	24.7	14.6
Heathrow	2016-9-01	22.4	13.7
Heathrow	2016-10-01	15.9	8.7
Heathrow	2016-11-01	10.5	3.8
Heathrow	2016-12-01	10.2	3.4
Heathrow	2017-1-01	7.6	0.7
Heathrow	2017-2-01	10	4.4
Heathrow	2017-3-01	14.1	6.6
Heathrow	2017-4-01	15.8	5.9
Heathrow	2017-5-01	19.8	10.4
Heathrow	2017-6-01	24	13.9
Heathrow	2017-7-01	23.8	14.9
Heathrow	2017-8-01	22	13.5
Heathrow	2017-9-01	19.2	11
Heathrow	2017-10-01	17.1	10.3
Heathrow	2017-11-01	11.1	4.5
Heathrow	2017-12-01	8.7	2.9
Heathrow	2018-1-01	9.7	3.8
Heathrow	2018-2-01	6.7	0.6
